row_id,fold,y_true,y_pred,y_true_label,y_pred_label,prob_c1,prob_c234,prob_c5,resp_text,duplicate_group_size,duplicate_unique_labels,is_duplicate,duplicate_conflict
8,2,0,2,c1,c5,0.22867587326858932,0.33316850192695713,0.43815562480445347," Prezada Angélica,      Anexo encontra-se documento contendo resposta a sua solicitação.       Att.,     Regina Santana      Sic/Iphan ",1,1,False,False
14,2,1,0,c234,c1,0.5159669296688976,0.2541780132567776,0.22985505707432485, Demanda de igual teor já foi respondida. Este gabinete não tem nada a acrescentar. ,1,1,False,False
18,2,0,2,c1,c5,0.29009362975033215,0.31763348639588634,0.39227288385378156," Prezado Senhor Rodrigo Vargas, Informamos que a Eletrobras, bem como o MME e a ANEEL, também não possui no seu banco de dados documentos referentes ao referido processo. Para podermos ajudá-lo, sugerimos que o senhor faça a sua pesquisa junto a CEMIG.  Atenciosamente, SIC DA ELETROBRAS ",1,1,False,False
22,2,1,2,c234,c5,0.13231835207688386,0.36020583101221204,0.5074758169109042," Prezado Senhor, Em atenção ao pedido de acesso à informação, a Secretaria de Gestão de Fundos e Transferências (SGFT) presta os seguintes esclarecimentos. Segundo dados disponibilizados pelo Banco de Dados da Caixa Econômica Federal (Instituição responsável pela celebração e acompanhamento dos contratos de repasse deste Ministério), atualizado em 02/05/2019, o contrato em comento tem valor de repasse de R$ 97.500,00 (noventa e sete mil e quinhentos reais) e se encontra no status detalhado a seguir: a)      contrato em situação normal, b)      obra não iniciada, com 0,00% de execução, c)      contrato com 0,00% do valor de repasse pago, d)      término da vigência  em 30/07/2019, e)      Licitação concluída: Não. Da análise, verifica-se que o contrato em questão não está apto a receber recursos, tendo em vista que a operação se encontra sem processo licitatório aprovado pela Mandatária, situação essa impeditiva para a liberação de recursos financeiros, conforme dispõe o Art. 41 inciso II alínea b. da Portaria 424 de 30 dezembro de 2016, in verbis. II - a liberação da primeira parcela ou parcela única ficará condicionada ao: a) (...)  b) conclusão da análise técnica e aceite do processo licitatório pelo concedente ou mandatária, e III - (...). Havendo divergência na medição informada, o município deverá contactar a CAIXA para elucidar o fato. Cabe destacar que essas informações são de domínio público, podendo ser encontradas no seguinte endereço eletrônico:  https://webp.caixa.gov.br/urbanizacao/siurbn/acompanhamento/ac_publico/sistema/asp/ptei_filtro_inicial.asp. Caso necessite de informações complementares ou realizar novos questionamentos, orientamos, por gentileza, que entre com nova solicitação no Sistema e-SIC (Sistema Eletrônico do Serviço de Informação ao Cidadão).   Atenciosamente,   Serviço de Informações ao Cidadão - SIC  Ouvidoria Geral/SE  Ministério da Cidadania - MCid  Ed. Parque Cidade SCS B QD 07 Lote C Torre B - 7&deg, andar ",1,1,False,False
28,2,0,2,c1,c5,0.16601079833579543,0.31484091669569836,0.5191482849685062," Prezada Sra. Ariane de Jesus Lopes de Abreu,  Em razão do tamanho do arquivo e o inexitoso envio por email, embora várias tentativas,  INFORMA-se que OS DADOS SERÃO DISPONIBILIZADOS POR MEIO DE MÍDIA.   CASO VOSSA SENHORIA TENHA INTERESSE EM ADQUIRI-LOS SERÁ PROVIDENCIADO CÓPIA QUE TERÁ UM CUSTO A SER RECOLHIDO EM GRU, CONFORME A LEI DE ACESSO À INFORMAÇÃO, COMUNICAMOS QUE ESTARÁ À DISPOSIÇÃO DE VOSSA SENHORIA (OU DE REPRESENTANTE LEGAL) NO SEGUINTE ENDEREÇO: SERVIÇO DE INFORMAÇÃO AO CIDADÃO- SIC  ED. SEDE DO MINISTÉRIO DA SAÚDE  ESPLANADA DOS MINISTÉRIOS, BLOCO G, BRASÍLIA/DF. CEP: 70058-900 TELEFONE: (61)-3315-6139/6138/6137).  RESSALTAMOS QUE, EM CASO DE IMPOSSIBILIDADE DO SENHOR COMPARECER AO SIC/MS, PODERÁ AUTORIZAR TERCEIRO, MEDIANTE A APRESENTAÇÃO DE DOCUMENTO CONTENDO OS DADOS PESSOAIS E ENDEREÇO DO REPRESENTANTE, BEM COMO ESPECIFICAR O MATERIAL A SER RECOLHIDO. CASO QUEIRA O ENVIO POR CORREIO GENTILEZA INFORMAR ATRAVÉS DO E-MAIL: SIC@SAUDE.GOV.BR, SENDO A COBRAR POR MEIO DE GUIA DE RECOLHIMENTO DA UNIÃO DOS CUSTOS ORIUNDOS.   SEGUE A DESCRIÇÃO DOS CUSTOS A SER PAGO NA GRU RELACIONADO AO PRODUTO:  VALOR CORREIOS: R$ 39,10 VALOR MÍDIA : R$ 1,99 TOTAL: R$ 41,09  PASSOS PARA GERAR GUIA DE RECOLHIMENTO DA UNIÃO-GRU 1º ACESSAR O LINK: https://consulta.tesouro.fazenda.gov.br/gru/gru_simples.asp  2º INSERIR OS DADOS: - CÓDIGO DA UNIDADE GESTORA 250110 - GESTÃO 00001 - RECOLHIMENTO CÓDIGO 28875-6 - NÚMERO DE REFERÊNCIA 01 APÓS O PAGAMENTO, FAVOR ENVIAR PARA O E-MAIL: sic@saude.gov.br O COMPROVANTE DE PAGAMENTO COM OS DADOS DE VOSSA SENHORIA E O NÚMERO DO PROTOCOLO CORRESPONDENTE. INFORMAMOS QUE PARTIR DA DATA DE CHEGADA DA GRU, A ÁREA TERÁ ATÉ 10 DIAS PARA PROVIDENCIAR O MATERIAL.   RESSALTO QUE NA OPÇÃO DO RECOLHIMENTO DO PRODUTO POR TERCEIRO NESTE MINISTÉRIO, É FUNDAMENTAL A IDENTIFICAÇÃO DA PESSOA AUTORIZADA A RECEBER O MATERIAL (COM O NOME COMPLETO E NÚMERO DE IDENTIDADE), INFORMADOS ANTERIORMENTE VIA E-MAIL.    ATENCIOSAMENTE,    DEPARTAMENTO DE ATENÇÃO BÁSICA /DAB  SECRETARIA DE ATENÇÃO À SAÚDE - SAS MINISTÉRIO DA SAÚDE - MS ",1,1,False,False
47,2,2,2,c5,c5,0.2328705157674889,0.3267805109254649,0.44034897330704625," Prezado Cidadão,    A respeito do que foi solicitado, segue a resposta fornecida pela DIRETORIA DE GESTãO DA INFORMAçãO em anexo. Atenciosamente, Serviço de Informação ao Cidadão da UFRN (SIC-UFRN) Informamos que é possível recorrer do indeferimento ou das razões da negativa de acesso à informação em até 10 (dez) dias a contar de sua ciência, sendo apreciadas pela autoridade hierarquicamente superior à que exarou a decisão impugnada, que se manifestará no prazo de até 05 (cinco) dias. Negado o acesso a informação pela autoridade hierarquicamente superior, o requisitante poderá recorrer à Controladoria-Geral da União, que deliberará no prazo de 5 (cinco) dias se: I - o acesso à informação não classificada como sigilosa for negado, II - a decisão de negativa de acesso à informação total ou parcialmente classificada como sigilosa não indicar a autoridade classificadora ou a hierarquicamente superior a quem possa ser dirigido pedido de acesso ou desclassificação, III - os procedimentos de classificação de informação sigilosa estabelecidos nesta Lei não tiverem sido observados, e IV - estiverem sendo descumpridos prazos ou outros procedimentos previstos nesta Lei. Negado o acesso à informação pela Controladoria-Geral da União, poderá ser interposto recurso ainda, em última instância, à Comissão Mista de Reavaliação de Informações, a que se refere o art. 35 da Lei 12527/2011. Conheça o Portal de Dados Abertos da UFRN! O portal disponibiliza dados e informações públicas da instituição. Acesse dados.ufrn.br. Avalie sua experiência com o Serviço de Informação ao Cidadão. Por favor, responda ao questionário de satisfação a seguir para que possamos melhorar nossos serviços. ",1,1,False,False
49,2,1,1,c234,c234,0.34987635606955847,0.45576809683046954,0.19435554709997188," Prezada senhora,   Informamos que os primeiros Dados Abertos da CAPES são os que estão disponibilizados em http://dadosabertos.capes.gov.br. Em abril desde ano, foi publicado o Plano de Dados Abertos da CAPES (disponível em http://www.capes.gov.br/acessoainformacao/dados-abertos), o qual prevê a abertura de mais 15 dados, sendo que 14 deles compreendem o período de 2013 a 2016. Informamos ainda que os dados referentes aos programas de pós-graduação stricto sensu anteriores a 2013 eram coletados em sistemas diversos, o que hoje é feito somente pela Plataforma Sucupira. A extração de dados desses outros sistemas não é simples e seria necessário trabalho adicional de equipe para sua disponibilização. Sendo assim, o Decreto nº 7.724/2012 prevê, em seu art. 13, inciso III o não atendimento de pedidos que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção. Dos anos anteriores a 2013, os dados dos programas de pós-graduação disponíveis são os que estão publicados no Geocapes, confira neste endereço: http://geocapes.capes.gov.br/geocapes2/.   Atenciosamente,  SIC/CAPES  Em até 10 dias é possível apresentar recurso à Coordenadora de Comunicação Social ",1,1,False,False
53,2,1,0,c234,c1,0.513645932664682,0.35104658896796986,0.1353074783673481," Prezado (a) Senhor (a)    1. Em atenção ao pedido de acesso à informação feito por Vossa Senhoria, por meio do E-SIC, informamos que conforme determina o Art. 6°, inciso I, do Decreto n° 7.724/12, que regulamenta a Lei de Acesso à Informação, a  CAIXA deve observar legislações específicas referentes à divulgação de informações resguardadas pelos sigilos fiscais, bancário, de operações e serviços no mercado de capitais, comercial, profissional, industrial e segredo de justiça, bem como informações onde há a necessidade de identificação do solicitante, ou existe ainda demais canais para atendimento.    2. Nesse sentido, comunicamos que o seu pedido de acesso não pode ser atendido por este canal, visto que as informações solicitadas podem ser obtidas ou solicitadas em outros canais.     3. Para sua segurança e maior agilidade no atendimento do seu pedido, orientamos que o (a) Senhor (a) realize a consulta através do site da CAIXA - www.caixa.gov.br - FGTS - Consulta online, mediante digitação do NIS (PIS/PASEP) e cadastramento da senha internet (caso não tenha a senha do cartão do cidadão, escolher a opção ""Esqueci a senha. Para mais informações, favor ligar no 0800 726 0207, ou procure a agência da CAIXA mais próxima.    4. Informamos que a CAIXA mantém SAC para informações, reclamações, cancelamentos, sugestões, serviços e elogios, com atendimento 24 horas por dia 07 dias por semana, pelo DDG 0800 726 0101 e para reclamações não solucionadas no SAC ou denúncias, a CAIXA mantém canal de Ouvidoria com atendimento de segunda a sexta-feira, das 08 às 18 horas, pelo DDG 0800 725 7474.    5. A CAIXA agradece o contato e coloca-se à disposição através de seus canais de atendimento.     Atenciosamente,    CAIXA - Serviço de Informações ao Cidadão ",13,3,True,True
57,2,0,0,c1,c1,0.5032583280996753,0.3556893418312466,0.14105233006907808," Prezado (a) Senhor (a),  Esclarecemos que o pedido formulado busca a prestação de um serviço de atendimento ao contribuinte e acesso a informações pessoais e fiscais, o que não encontra respaldo na Lei de Acesso à Informação. No entanto, de acordo com o disposto no art. 11 da Lei nº 12.527/2011 e na Súmula CMRI nº1/2015, orientamos a obter as informações requeridas no sítio da Secretaria da Receita Federal: http://www.receita.fazenda.gov.br/Grupo2/Certidoes.htm ou no sítio da Procuradoria-Geral da Fazenda Nacional: http://www.pgfn.gov.br/  Certidão Pessoa Física e Certidão Pessoa Jurídica.   Caso não consiga obter as informações desejadas, dirija-se ao Centro de Atendimento ao Contribuinte de sua jurisdição.  Observação: antes de dirigir-se a uma unidade de atendimento integrado PGFN/RFB (Receita Federal) de seu domicilio fiscal, o requerente deve verificar, por meio do link Unidades de Atendimento, se é necessário agendar atendimento. https://idg.receita.fazenda.gov.br/contato/unidades-de-atendimento/unidades-de-atendimento Conheça nossas páginas com informações sobre os órgãos fazendários e os serviços prestados: - Carta de Serviços do MF: https://www1.fazenda.gov.br/carta/carta-rfb.asp#9RFB, - Página de Transparência Ativa do MF: https://www1.fazenda.gov.br/acessoainformacao/   Atenciosamente, Serviço de Informação ao Cidadão- SIC Ministério da Fazenda ",1,1,False,False
62,2,0,2,c1,c5,0.17691853409734495,0.35957323967613114,0.4635082262265238," Prezado, primeiramente pedimos desculpa pelo atraso na resposta. Estávamos no aguardo do relatório das informações solicitadas.  Para cópia dos referidos processos, o Ifes necessita desprender e deslocar tempo e recursos humanos não disponíveis no momento. Bem como é assegurado por lei a cobrança de custas para cópias de grandes volumes de documentos.  De todo o modo, o Ifes pode disponibilizar acesso aos referidos processos ao interessado dos mesmos, para consulta presencial, ou carga ao interessado, desde que requerido no setor onde cada processo se encontra. Para tanto, enviamos relação de processos que constam no nome de ""Jhonathan Cavalcante da Costa"" que tramitaram pelo protocolo da Reitoria do Ifes em algum momento, bem como histórico da última tramitação de cada um destes:  Segue abaixo todos os processos abertos no nome do servidor ""Jhonathan Cavalcante da Costa"":             PROCESSOS DE 2014           23147.1639/2014-57  - Incentivo à Qualificação   -  última tramitação : 25/07/2014- DGP         23147.1724/2014-15   - Nomeação de servidor    - última tramitação : 07/08/2014 - CSP (Seleção de Pessoas)         23147.1878/2014-15  - Inclusão de Dependente Econômico - última tramitação : 25/08/2014 - DGP         23147.1879/2014-51 - Auxílio Pré-Escolar última tramitação : 25/08/2014 - DGP         23147.1880/2014-86  - Auxílio Saúde - última tramitação : 25/08/2014 - DGP         23147.2197/2014-66  - Referente ao Processo Adm 23147.1880/2014-86 - última tramitação : 09/10/2014 - DGP             OBS : Em 2015 não têm registro de nenhum processo no nome do servidor                     PROCESSOS DE 2016           23147.967/2016-14  - Inscrição em treinamento - última tramitação : 19/05/2016- CDP (Desenvolvimento de Pessoas)          23147.1497/2016-90 - Requer informação sobre desincompatibilização para candidatura - última tramitação : 26/07/2017 - DGP          23147.2887/2016-87 - Licença acidente em serviço - última tramitação : 05/10/2016- DGP                  PROCESSOS DE 2017              23147.193/2017-96 - Participação em evento de capacitação  - última tramitação : 16/05/2017 - CCP (Cadastro de Pessoas)            23147.298/2017-45 - Solicitação de informação a respeito de estágio probatório - última tramitação : 24/02/2017 - DGP            23147.507/2017-51 - Afastamento para participação em evento - última tramitação : 28/03/2017 - PROEX            23147.1278/2017-91 - Licença capacitação  - última tramitação : 07/06/2017 - DGP            23147.2138/2017-31 - Progressão por mérito - última tramitação : 14/08/2017 - PROEX            23147.2100/2017-68 - Recorrer contra descontos na folha de pagamento - última tramitação : 20/07/2017- Gabinete do Reitor            23147.2061/2017-07 - Registro de falta de servidor - última tramitação : 31/07/2017 - CCP (Cadastro de Pessoas)            23147.2005/2017-64 - Progressão por Capacitação - última tramitação : 14/08/2017 - CPP (Pagamento de Pessoas)            23147.1977/2017-31 - Avaliação de desempenho em estágio probatório - última tramitação : 19/07/2017 - CSP (Seleção de Pessoas) ",1,1,False,False
