row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,resp_text,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,experiment_id,threshold_1,threshold_2
2,4,0,0,c1,c1,0.5878248,0.25426075,0.15791446,True," Prezado Senhor Julio,  A Ouvidoria-Geral da Petrobras, por meio deste SIC, apresenta a resposta fornecida pela Gerência Executiva de Recursos Humanos:   Em virtude do disposto no art. 5º, §1º do Decreto n.º 7.724/2012, que regulamentou a Lei n.º 12.527/2011 (Lei de Acesso à Informação), e do disposto na Portaria Interministerial nº 233, de 25 de maio de 2012, as informações relativas ao Plano de Avaliação e Classificação de Cargos (PCAC) da Petrobras disponíveis ao público externo são apenas aquelas constantes nos editais de processos seletivo públicos, disponíveis nos endereços eletrônicos http://www.petrobras.com.br/pt/quem-somos/carreiras/concursos/ ou http://www.cesgranrio.org.br/concursos/principal.aspx Cumpre-nos informar que na hipótese de apresentação de recurso à autoridade hierárquica superior, ele deverá ser dirigido, no prazo de 10 (dez) dias a contar da ciência da presente decisão, à (i) Ouvidoria-Geral da Petrobras, localizada na Avenida República do Chile, nº 65, sala 1101, Centro, Rio de Janeiro, RJ, CEP 20.031-912, ou (ii) encaminhado através do preenchimento do formulário no seguinte endereço eletrônico: http://www.petrobras.com.br/acessoainformacao/servicos/formulario-de-solicitacao-de-recursos  Diante do exposto, considera-se este protocolo encerrado.   A Petrobras novamente agradece a confiança depositada, reafirmando o seu compromisso com a transparência.  Atenciosamente,  Serviço de Informação ao Cidadão (SIC) Ouvidoria-Geral da Petrobras  http://www.petrobras.com.br/fatos-e-dados/ ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
3,4,1,0,c234,c1,0.61589676,0.24115498,0.14294825,False," Prezado(a) Senhor(a),   Esclarecemos que o Serviço de Informação ao Cidadão (SIC) não trata de sugestão, elogio, solicitação, reclamação e denúncia relacionados a objetos postados no Brasil ou no exterior.   Assim, em cumprimento a Súmula nº 01/2015 da Comissão Mista de Reavaliação de Informações (CMRI), seguem os canais apropriados para atendimento de sua manifestação:   Fale Conosco: registro via internet de reclamações, críticas, sugestões, dúvidas e elogios - http://www2.correios.com.br/sistemas/falecomoscorreios.   Central de Atendimento dos Correios (CAC) Segunda à sexta-feira: das 08h às 20h. Sábado: 08h às 14h. Domingos e feriados: não há atendimento.  Informações sobre Produtos e Serviços: 3003 0100 (Capitais e regiões metropolitanas), 0800 725 7282 (demais localidades), 0800 725 0898 (exclusivo para portadores de deficiência auditiva), 3003 1383 (Informações Banco Postal). Reclamações, críticas, sugestões, dúvidas, elogios e denúncias: 0800 725 0100.   Caso a resposta não seja satisfatória, a Ouvidoria da Empresa poderá ser acionada, bastando acessar http://www.correios.com.br/ouvidoria e preencher o formulário correspondente. Ao registrar sua manifestação é preciso informar o protocolo fornecido pelo(a) atendente da Central de Atendimento dos Correios (CAC) ou pelo sistema da internet.   Acrescentamos que o cliente ao contratar serviços junto aos Correios, é com a pessoa jurídica da Empresa Brasileira de Correios e Telégrafos que se estabelece a relação comercial, e esta assume as responsabilidades pela execução de suas atividades operacionais. No caso de ação indevida de seus empregados, os Correios dispõem de mecanismos internos de apuração e aplicação de penalidades, após a devida apuração, quando necessário. Assim, não cabe a identificação dos empregados contratados para atuar nos processos operacionais dos Correios, uma vez que após a identificação de falhas operacionais, são adotadas providências pela própria Empresa, no sentido de manter a qualidade de seus processos operacionais dentro dos padrões estabelecidos.   Acrescentamos que as características dos serviços internacionais com código de rastreio iniciado com a letra ""R"", denominados ""OBJETO INTERNACIONAL PACKET ECONOMIC"" não preveem o rastreamento ponto a ponto, assim, após a liberação pela alfândega, o objeto é tratado manualmente e encaminhado, via terrestre, ao destinatário, sem os registros dos eventos intermediários, sendo o evento finalizador registrado somente quando o objeto estiver na unidade distribuidora que realizará a entrega. O que interfere na localização precisa destes objetos no fluxo postal.   Por fim, acrescentamos que no último trimestre de 2017, a carga internacional de pequenas encomendas apresentou aumento de volume acima de 85%. Em janeiro de 2018, a carga internacional aumentou novamente e foi 32% maior do que a recebida em dezembro/2017. Esses crescimentos, superiores às previsões dos Correios, causou saturação do fluxo postal, resultando em grande acúmulo de objetos para tratamento. Porém, desde dezembro, estamos trabalhando com operações especiais, visando à normalização da entrega da carga internacional no menor tempo possível.     Atenciosamente,   Serviço de Informação ao Cidadão Empresa Brasileira de Correios e Telégrafos   Conforme previsto no art. 21 do Decreto nº 7.724/2012, que regulamenta Lei nº 12.527/2011, eventuais recursos interpostos pelo cidadão no prazo de até 10 dias  contados da ciência da decisão  serão dirigidos ao Vice-Presidente de Operações. ",3,2,True,True,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
9,4,1,0,c234,c1,0.36931503,0.31716013,0.31352484,False," Prezado Sr. Felipe  Cumprimentando-o cordialmente em atenção ao solicitado, temos a esclarecer que os processos de identificação e delimitação de terras indígenas no Brasil,poderão ser consultados no Núcleo de Documentação da Diretoria de Proteção Territorial/NUDOC-DPT, localizado no edifício sede da FUNAI, em Brasília, no endereço SBS Quadra 02 Lote 14 Ed. Cleto Meireles, 1º Subsolo, CEP: 70040-120. Cabe destacar que o atendimento se dará mediante à agendamento prévio por meio do telefone (61) 3247-7006, onde também poderão ser solicitadas cópias digitais de documentos.  Atenciosamente,  SIC/OUVI/FUNAI ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
10,4,1,2,c234,c5,0.16626889,0.26088887,0.57284224,False," Prezada Senhora,   Em atenção à solicitação registrada sob o nº 08850.002694/2018-58, informamos que segue em anexo levantamento de processos relacionados a telecomunicação e a tecnologia. Infelizmente, não temos informações por tipo de mercado antes de 2010. Além disso, apenas com a nova lei o Cade passou a compilar os processos por tipo de mercado com mais dados acerca do processo. Por isso, da aba com processos entre 2010 e 2012, constam apenas os números dos processos.    Desse modo, o Cade sugere os solicitantes a utilizarem a pesquisa processual do site, em caso de necessidade de conhecimento mais pormenorizado sobre os processos. A busca pode ser feita, entre outros critérios, pelo nome do interessado, pelo número do processo, pelo tipo de processo ou ainda por meio de palavras-chave. Por se tratarem de processos públicos, o solicitante terá acesso a todos os documentos e andamentos do processo.   Conforme determinam a Lei 12.527/2011 (Lei de Acesso à Informação) e o Decreto 7.724/2012 que a regulamenta, poderá ser apresentado recurso no prazo de dez dias, contado da ciência dessa decisão, ao Chefe de Gabinete da Presidência do Cade, que deverá apreciá-lo no prazo de cinco dias, contado da sua apresentação. Lembramos que a ferramenta do recurso não deve ser utilizada para especificar ou reformular pedidos, nestas situações é necessário preencher novo formulário de solicitação.   Atenciosamente, SIC/Cade ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
12,4,0,2,c1,c5,0.10539454,0.20040643,0.694199,False," Prezado (a) Senhor (a),  Em resposta a manifestação de V.S.ª, informamos que segue em anexo o fluxo de veículos por categoria das praças de pedágio do Autopista Planalto Sul localizadas em Santa Catarina, conforme solicitado.  Atenciosamente,  LUCIANO ESTEVE FERREIRA DE ASSIS - Gerente de Fiscalização e Controle Operacional de Rodovias - Substituto  Agência Nacional de Transportes Terrestres - ANTT SCE Sul:: Polo 8:: Projeto Orla Trecho 03:: Lote 10 Brasília  DF:: CEP: 70200-003 Fone: 166 www.antt.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
13,4,1,2,c234,c5,0.32896042,0.3180576,0.35298198,False," Senhor, Em atenção ao requerimento formulado, cumpre-nos informar que a demanda foi encaminhada a Secretaria da Receita Federal do Brasil, que se pronunciou conforme abaixo: ""Trata-se de solicitação amparada pela Lei nº 12.527, de 18 de novembro de 2011, também conhecida por Lei de Acesso à Informação (LAI). 2. O Sr. Kaue Bittencourt de Carvalho requer levantamento de dados do sistema Siscori contendo as importações da NCM 8456.11.11, com detalhamento de regimes especiais. 3. As informações demandadas encontram-se no Relatório anexado ao presente eprocesso. O interessado deve comparar esse documento com os dados públicos do Siscori para maiores detalhamentos."" Considerando o disposto no art. 19, inc. II, c/c o art. 21, caput, do Decreto n.º 7.724, de 2012, informa-se que poderá ser apresentado recurso, no prazo de 10 dias, contado da ciência da decisão. Atenciosamente, Serviço de Informação ao Cidadão Ministério da Economia ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
17,4,0,0,c1,c1,0.70130414,0.1963912,0.10230472,True," Prezado Senhor IVANIR BRUNO MOURA,   Acusamos o recebimento do seu pedido, protocolado no Sistema Eletrônico do Serviço de Informação ao Cidadão (e-SIC), sob o NUP 00077001478201981. Destarte, por tratar-se de um pedido de acesso à informação genérico, não fora possível visualizar os requisitos necessários para o seu devido atendimento, tornando impossível o seu acesso imediato, nos termos dispostos no art. 13 do Decreto 7.724, de 16 de maio de 2012, que regulamenta a Lei 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação). Por oportuno, informamos que o registro de denúncia, reclamação, sugestão, solicitação de providências e elogios deverá ser realizado por meio do Sistema de Ouvidorias do Governo Federal (e-OUV), através do seguinte link:   https://sistema.ouvidorias.gov.br/publico/Manifestacao/RegistrarManifestacao.aspx?ReturnUrl=%2f Ante o exposto, encerraremos o presente pedido e solicitamos a apresentação de novo requerimento, contendo a especificação de forma clara e precisa da informação requerida, conforme dispõe o inciso III do art. 12 do Decreto Regulamentador da LAI.   Atenciosamente, Serviço de Informação ao Cidadão  SIC/Ouvidoria/MAPA ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
23,4,2,2,c5,c5,0.18184364,0.27202332,0.54613304,True," Prezada ,       A Gerência de Edições, no âmbito do projeto editorial Coleção Ensaios Brasileiros Contemporâneos, editou ano passado o volume Problemas de gênero, organizado pelas Professoras doutoras Carla Rodrigues, Luciana Borges e Tania Regina Oliveira Ramos.   O livro é uma antologia de ensaios sobre o tema que cobre historicamente o desenvolvimento dos estudos de gênero no país, desde o século XIX ao XXI, com grande diversidade de autoras.   Atenciosamente,        Filomena Chiaradia   Gerente de Edições    Funarte ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
30,4,0,0,c1,c1,0.4807834,0.29516116,0.22405544,True," Prezado senhor,  Segue, em anexo, resposta a sua solicitação. A Valec agradece seu contato e coloca-se à disposição para demais esclarecimentos.  Atenciosamente,   SIC - VALEC Engenharia, Construções e Ferrovias S.A.  Importante: no caso de indeferimento de acesso a informação, poderá ser interposto recurso através do sistema no prazo de 10 (dez) dias, conforme disposto no parágrafo único do art. 15 da Lei nº 12.527/2011. ",2,1,True,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
43,4,2,2,c5,c5,0.05033064,0.1149928,0.83467656,True," Cara solicitante,  De acordo com a Assistência da Pró-reitoria de Gestão de Pessoas não existe previsão para a realização de aproveitamento para o cargo de Tecnólogo de RH, uma vez que o IFCE tem concurso vigente para este cargo. Atenciosamente,  SIC/IFCE ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
44,4,1,0,c234,c1,0.36749727,0.31729397,0.31520876,False," Senhor Cleber,  O Serviço de Informações ao Cidadão do Ministério do Planejamento, Desenvolvimento e Gestão agradece o seu contato.  Em resposta à sua solicitação, cabe esclarecer inicialmente que a competência do Ministério do Planejamento, Desenvolvimento e Gestão se restringe apenas à autorização do provimento de um número determinado de vagas. A nomeação em si e a distribuição das vagas para as unidades da Federação, quando for o caso, são de responsabilidade do órgão responsável pela realização do concurso.  Assim, informamos que está em tramitação, neste ministério, o Processo 05210004394/2016-99 que trata de pedido da nomeação dos candidatos aprovados dentro do quantitativo original de vagas, sem prazo para conclusão. Até o momento não há pedido de provimento adicional.  Por oportuno, informamos que somente há direito adquirido à nomeação os candidatos aprovados e classificados dentro do número original de vagas autorizado para o concurso e previsto em edital. Dessa forma, estes candidatos serão nomeados ao longo do prazo de validade do concurso público, conforme entendimento do Supremo Tribunal Federal firmada no Recurso Extraordinário nº 598.099/MS.  Por fim, informamos que eventuais autorizações serão publicadas no menu ""Concursos"", opção ""Autorizações e Provimentos"" disponível na página principal do sítio eletrônico do MP http://www.planejamento.gov.br/ e que dúvidas frequentes sobre concursos públicos estão disponíveis para consulta no seguinte link    http://www.planejamento.gov.br/servicos/faq/concursos.   Atenciosamente,  Ministério do Planejamento, Desenvolvimento e Gestão (MP) ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
46,4,0,0,c1,c1,0.61508787,0.24148464,0.14342749,True," Em resposta ao questionamento do cidadão a Diretoria de Gestão de Pessoas atesta que ""o processo encontra-se em tramitação"". ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
50,4,1,2,c234,c5,0.21337718,0.29028484,0.49633798,False," Em atenção ao pedido de informação remetido ao Sistema Eletrônico do Serviço de Informação ao Cidadão, e-SIC, protocolado com a numeração 02680000323201773 ,com entrada no dia 24/02/2017, encaminho cópia com os dados solicitados pelos correios.Qualquer duvida entre em contato conosco no telefone (61) 3316-1611 ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
52,4,2,2,c5,c5,0.07640773,0.159756,0.76383626,True," Prezada, Samara Matias  informamos que não dispomos de código de vaga para o cargo de Bibliotecário-Documentalista.  Att.,     e-Sic ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
58,4,1,2,c234,c5,0.094010174,0.18552321,0.7204666,False," Prezado Sr, segue, anexo respostas do Protocolo Geral da UFRRJ ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
59,4,0,0,c1,c1,0.72642565,0.18202998,0.091544405,True," Senhor Emerson, A Universidade não tem competência para responder sobre o assunto. ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
70,4,2,2,c5,c5,0.041152894,0.09707606,0.86177105,True," Prezada Senhora Odila, Estarei aguardando as fotografias para encaminhar à nossa Superintendência. Atenciosamente, SIC/DNPM ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
71,4,0,0,c1,c1,0.43428135,0.30739266,0.258326,True," Prezada Mariana,  Gentileza acessar ao nosso portal:  http://downloads.ibge.gov.br/  selecionar estatísticas  selecionar contas regionais  Atenciosamente,  Equipe de Atendimento ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
72,4,1,0,c234,c1,0.37376153,0.31679755,0.3094409,False," Senhor Tiago,  O Serviço de Informações ao Cidadão do Ministério do Planejamento, Desenvolvimento e Gestão agradece o seu contato.  Em atenção a sua solicitação, encaminhamos em anexo planilha contendo os dados solicitados.  Cumpre-nos informar que até 2014, só tinhamos as informações referente às licenças capacitação registradas no Sistema de Administração de Pessoal - SIAPE, onde não possui campos sufientes paras registro das informações solicitadas. Em 2014, por uma necessidade preemente, criamos algumas planilhas excell de controle, mas que não foram totalmente atualizadas, pois ainda está em construção e sempre havia a necessidade de uma informação a mais. Somente, a partir de 2016 é que, de posse de uma planilha ""pronta"" fizemos todos os registros que achamos necessário.  Não temos condições de informar o tempo de que cada servidor usufruiu de licença capacitação no período, pois a contagem de tempo tem que ser efetuada de forma manual e levando em consideração a situação de cada um dos servidores em relação ao tempo de serviço publico, tempo de serviço no órgão e averbações que o servidor poderá ter, acarretando trabalhos adicionais de análise, o que resulta no comprometimento do exercício das atividades regulares da unidade e o cumprimento de nossas competências, nos termos do art. 13, inciso II do Decreto nº 7.742/2012.  Atenciosamente,  Ministério do Planejamento, Desenvolvimento e Gestão (MP) ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
75,4,1,0,c234,c1,0.56829596,0.26284707,0.16885695,False," rezados  Segue resposta da Diretoria Gestão de Pessoas ao Protocolo: 99901000216201905 .  Os atributos necessários para a função de titular da Auditoria Interna (Auditor Geral, no caso do BB), bem como competências para nomeação, são definidos em legislações, no Estatuto Social do Banco, no regulamento da Auditoria Interna do BB e em normativos internos, adiantes exemplificados:     Resolução Bacen 4588, de 29.06.2017, artigos 6º (competência para nomeação) e 7º (desempenho esperado para os membros da auditoria interna),     Portaria CGU 2737, de 20.12.2017: artigos 1º e 2º, que citam a necessidade de aprovação da nomeação do titular da auditoria interna pela CGU, além de requisitos necessários para a função,     Estatuto Social do Banco, disponível no site do BB (www.bb.com.br), artigo 21, item VIII, que trata da competência para nomeação do titular da Auditoria Interna do BB, Regulamento da Auditoria Interna do BB, artigos 6º (nomeação) e 26º (responsabilidade do Auditor Geral), disponível no site do BB (www.bb.com.br),   Nos normativos internos, a exemplo dos que tratam do plano de funções do Banco, no qual constam as características e responsabilidades do cargo de Auditor Geral.   Atenciosamente  Thiago Affonso Borsari Gerente Executivo ",1,1,False,False,ordinal_thresholds_v1,-0.5000460147857666,0.8186203241348267
